H1	H2
ScomH1c05g0016065	ScomH2c05g0015913
ScomH1c05g0016066	ScomH2c05g0015914
ScomH1c05g0016067	ScomH2c05g0015915
ScomH1c05g0016068	ScomH2c05g0015916
ScomH1c05g0016069	ScomH2c05g0015917
ScomH1c05g0016070	ScomH2c05g0015918
ScomH1c05g0016071	ScomH2c05g0015919
ScomH1c05g0016077	ScomH2c05g0015923
ScomH1c05g0016079	ScomH2c05g0015925
ScomH1c05g0016081	ScomH2c05g0015927
ScomH1c05g0016082	ScomH2c05g0015928
ScomH1c05g0016083	ScomH2c05g0015929
ScomH1c05g0016085	ScomH2c05g0015931
ScomH1c05g0016086	ScomH2c05g0015932
ScomH1c05g0016087	ScomH2c05g0015933
ScomH1c05g0016088	ScomH2c05g0015934
ScomH1c05g0016089	ScomH2c05g0015935
ScomH1c05g0016090	ScomH2c05g0015936
ScomH1c05g0016092	ScomH2c05g0015938
ScomH1c05g0016096	ScomH2c05g0015940
ScomH1c05g0016098	ScomH2c05g0015942
ScomH1c05g0016100	ScomH2c05g0015943
ScomH1c05g0016101	ScomH2c05g0015944
ScomH1c05g0016103	ScomH2c05g0015946
ScomH1c05g0016104	ScomH2c05g0015947
ScomH1c05g0016105	ScomH2c05g0015948
ScomH1c05g0016106	ScomH2c05g0015949
ScomH1c05g0016108	ScomH2c05g0015950
ScomH1c05g0016110	ScomH2c05g0015952
ScomH1c05g0016112	ScomH2c05g0015953
ScomH1c05g0016113	ScomH2c05g0015954
ScomH1c05g0016114	ScomH2c05g0015955
ScomH1c05g0016116	ScomH2c05g0015957
ScomH1c05g0016117	ScomH2c05g0015958
ScomH1c05g0016119	ScomH2c05g0015960
ScomH1c05g0016120	ScomH2c05g0015961
ScomH1c05g0016121	ScomH2c05g0015962
ScomH1c05g0016122	ScomH2c05g0015963
ScomH1c05g0016124	ScomH2c05g0015965
ScomH1c05g0016125	ScomH2c05g0015966
ScomH1c05g0016127	ScomH2c05g0015967
ScomH1c05g0016130	ScomH2c05g0015968
ScomH1c05g0016131	ScomH2c05g0015970
ScomH1c05g0016132	ScomH2c05g0015971
ScomH1c05g0016133	ScomH2c05g0015972
ScomH1c05g0016134	ScomH2c05g0015974
ScomH1c05g0016136	ScomH2c05g0015975
ScomH1c05g0016137	ScomH2c05g0015976
ScomH1c05g0016138	ScomH2c05g0015977
ScomH1c05g0016139	ScomH2c05g0015978
ScomH1c05g0016140	ScomH2c05g0015979
ScomH1c05g0016141	ScomH2c05g0015980
ScomH1c05g0016142	ScomH2c05g0015981
ScomH1c05g0016143	ScomH2c05g0015982
ScomH1c05g0016144	ScomH2c05g0015983
ScomH1c05g0016147	ScomH2c05g0015986
ScomH1c05g0016149	ScomH2c05g0015987
ScomH1c05g0016152	ScomH2c05g0015990
ScomH1c05g0016154	ScomH2c05g0015991
ScomH1c05g0016155	ScomH2c05g0015992
ScomH1c05g0016156	ScomH2c05g0015993
ScomH1c05g0016157	ScomH2c05g0015994
ScomH1c05g0016158	ScomH2c05g0015995
ScomH1c05g0016160	ScomH2c05g0015997
ScomH1c05g0016161	ScomH2c05g0015998
ScomH1c05g0016162	ScomH2c05g0015999
ScomH1c05g0016164	ScomH2c05g0016001
ScomH1c05g0016167	ScomH2c05g0016003
ScomH1c05g0016168	ScomH2c05g0016004
ScomH1c05g0016170	ScomH2c05g0016005
ScomH1c05g0016171	ScomH2c05g0016006
ScomH1c05g0016172	ScomH2c05g0016007
ScomH1c05g0016173	ScomH2c05g0016008
ScomH1c05g0016174	ScomH2c05g0016009
ScomH1c05g0016175	ScomH2c05g0016010
ScomH1c05g0016176	ScomH2c05g0016011
ScomH1c05g0016177	ScomH2c05g0016012
ScomH1c05g0016178	ScomH2c05g0016013
ScomH1c05g0016179	ScomH2c05g0016014
ScomH1c05g0016180	ScomH2c05g0016015
ScomH1c05g0016181	ScomH2c05g0016016
ScomH1c05g0016182	ScomH2c05g0016017
ScomH1c05g0016183	ScomH2c05g0016018
ScomH1c05g0016184	ScomH2c05g0016019
ScomH1c05g0016185	ScomH2c05g0016020
ScomH1c05g0016187	ScomH2c05g0016021
ScomH1c05g0016188	ScomH2c05g0016022
ScomH1c05g0016189	ScomH2c05g0016023
ScomH1c05g0016190	ScomH2c05g0016024
ScomH1c05g0016191	ScomH2c05g0016025
ScomH1c05g0016192	ScomH2c05g0016026
ScomH1c05g0016193	ScomH2c05g0016027
ScomH1c05g0016195	ScomH2c05g0016029
ScomH1c05g0016196	ScomH2c05g0016030
ScomH1c05g0016197	ScomH2c05g0016031
ScomH1c05g0016199	ScomH2c05g0016038
ScomH1c05g0016201	ScomH2c05g0016040
ScomH1c05g0016202	ScomH2c05g0016041
ScomH1c05g0016203	ScomH2c05g0016042
ScomH1c05g0016204	ScomH2c05g0016043
ScomH1c05g0016205	ScomH2c05g0016044
ScomH1c05g0016206	ScomH2c05g0016045
ScomH1c05g0016207	ScomH2c05g0016046
ScomH1c05g0016208	ScomH2c05g0016047
ScomH1c05g0016209	ScomH2c05g0016048
ScomH1c05g0016210	ScomH2c05g0016049
ScomH1c05g0016211	ScomH2c05g0016050
ScomH1c05g0016212	ScomH2c05g0016051
ScomH1c05g0016213	ScomH2c05g0016053
ScomH1c05g0016214	ScomH2c05g0016054
ScomH1c05g0016215	ScomH2c05g0016055
ScomH1c05g0016217	ScomH2c05g0016057
ScomH1c05g0016218	ScomH2c05g0016058
ScomH1c05g0016219	ScomH2c05g0016059
ScomH1c05g0016223	ScomH2c05g0016067
ScomH1c05g0016224	ScomH2c05g0016068
ScomH1c05g0016225	ScomH2c05g0016069
ScomH1c05g0016226	ScomH2c05g0016070
ScomH1c05g0016227	ScomH2c05g0016071
ScomH1c05g0016228	ScomH2c05g0016072
ScomH1c05g0016229	ScomH2c05g0016073
ScomH1c05g0016231	ScomH2c05g0016074
ScomH1c05g0016233	ScomH2c05g0016076
ScomH1c05g0016234	ScomH2c05g0016077
ScomH1c05g0016236	ScomH2c05g0016079
ScomH1c05g0016237	ScomH2c05g0016080
ScomH1c05g0016238	ScomH2c05g0016081
ScomH1c05g0016239	ScomH2c05g0016082
ScomH1c05g0016240	ScomH2c05g0016083
ScomH1c05g0016241	ScomH2c05g0016084
ScomH1c05g0016242	ScomH2c05g0016085
ScomH1c05g0016243	ScomH2c05g0016086
ScomH1c05g0016245	ScomH2c05g0016087
ScomH1c05g0016246	ScomH2c05g0016088
ScomH1c05g0016247	ScomH2c05g0016089
ScomH1c05g0016248	ScomH2c05g0016090
ScomH1c05g0016249	ScomH2c05g0016091
ScomH1c05g0016250	ScomH2c05g0016092
ScomH1c05g0016251	ScomH2c05g0016093
ScomH1c05g0016252	ScomH2c05g0016094
ScomH1c05g0016254	ScomH2c05g0016095
ScomH1c05g0016255	ScomH2c05g0016096
ScomH1c05g0016256	ScomH2c05g0016097
ScomH1c05g0016257	ScomH2c05g0016098
ScomH1c05g0016259	ScomH2c05g0016100
ScomH1c05g0016260	ScomH2c05g0016101
ScomH1c05g0016262	ScomH2c05g0016103
ScomH1c05g0016264	ScomH2c05g0016105
ScomH1c05g0016266	ScomH2c05g0016107
ScomH1c05g0016267	ScomH2c05g0016108
ScomH1c05g0016268	ScomH2c05g0016109
ScomH1c05g0016270	ScomH2c05g0016112
ScomH1c05g0016271	ScomH2c05g0016113
ScomH1c05g0016272	ScomH2c05g0016114
ScomH1c05g0016274	ScomH2c05g0016115
ScomH1c05g0016276	ScomH2c05g0016117
ScomH1c05g0016281	ScomH2c05g0016125
ScomH1c05g0016282	ScomH2c05g0016126
ScomH1c05g0016283	ScomH2c05g0016127
ScomH1c05g0016286	ScomH2c05g0016129
ScomH1c05g0016291	ScomH2c05g0016133
ScomH1c05g0016292	ScomH2c05g0016135
ScomH1c05g0016293	ScomH2c05g0016136
ScomH1c05g0016294	ScomH2c05g0016137
ScomH1c05g0016295	ScomH2c05g0016138
ScomH1c05g0016296	ScomH2c05g0016139
ScomH1c05g0016297	ScomH2c05g0016140
ScomH1c05g0016298	ScomH2c05g0016141
ScomH1c05g0016299	ScomH2c05g0016142
ScomH1c05g0016300	ScomH2c05g0016143
ScomH1c05g0016301	ScomH2c05g0016144
ScomH1c05g0016302	ScomH2c05g0016145
ScomH1c05g0016304	ScomH2c05g0016147
ScomH1c05g0016305	ScomH2c05g0016148
ScomH1c05g0016306	ScomH2c05g0016149
ScomH1c05g0016309	ScomH2c05g0016154
ScomH1c05g0016311	ScomH2c05g0016155
ScomH1c05g0016313	ScomH2c05g0016159
ScomH1c05g0016316	ScomH2c05g0016160
ScomH1c05g0016317	ScomH2c05g0016161
ScomH1c05g0016318	ScomH2c05g0016162
ScomH1c05g0016319	ScomH2c05g0016163
ScomH1c05g0016320	ScomH2c05g0016164
ScomH1c05g0016322	ScomH2c05g0016165
ScomH1c05g0016323	ScomH2c05g0016166
ScomH1c05g0016324	ScomH2c05g0016167
ScomH1c05g0016325	ScomH2c05g0016168
ScomH1c05g0016326	ScomH2c05g0016169
ScomH1c05g0016328	ScomH2c05g0016171
ScomH1c05g0016329	ScomH2c05g0016172
ScomH1c05g0016330	ScomH2c05g0016173
ScomH1c05g0016331	ScomH2c05g0016174
ScomH1c05g0016332	ScomH2c05g0016175
ScomH1c05g0016333	ScomH2c05g0016176
ScomH1c05g0016335	ScomH2c05g0016177
ScomH1c05g0016336	ScomH2c05g0016178
ScomH1c05g0016337	ScomH2c05g0016179
ScomH1c05g0016340	ScomH2c05g0016181
ScomH1c05g0016341	ScomH2c05g0016182
ScomH1c05g0016342	ScomH2c05g0016183
ScomH1c05g0016343	ScomH2c05g0016184
ScomH1c05g0016344	ScomH2c05g0016185
ScomH1c05g0016345	ScomH2c05g0016187
ScomH1c05g0016346	ScomH2c05g0016188
ScomH1c05g0016347	ScomH2c05g0016189
ScomH1c05g0016349	ScomH2c05g0016192
ScomH1c05g0016352	ScomH2c05g0016193
ScomH1c05g0016353	ScomH2c05g0016194
ScomH1c05g0016357	ScomH2c05g0016201
ScomH1c05g0016360	ScomH2c05g0016202
ScomH1c05g0016361	ScomH2c05g0016203
ScomH1c05g0016362	ScomH2c05g0016204
ScomH1c05g0016364	ScomH2c05g0016206
ScomH1c05g0016365	ScomH2c05g0016207
ScomH1c05g0016366	ScomH2c05g0016208
ScomH1c05g0016367	ScomH2c05g0016209
ScomH1c05g0016368	ScomH2c05g0016210
ScomH1c05g0016369	ScomH2c05g0016211
ScomH1c05g0016370	ScomH2c05g0016212
ScomH1c05g0016371	ScomH2c05g0016214
ScomH1c05g0016372	ScomH2c05g0016215
ScomH1c05g0016373	ScomH2c05g0016216
ScomH1c05g0016374	ScomH2c05g0016217
ScomH1c05g0016376	ScomH2c05g0016219
ScomH1c05g0016377	ScomH2c05g0016220
ScomH1c05g0016378	ScomH2c05g0016221
ScomH1c05g0016379	ScomH2c05g0016222
ScomH1c05g0016380	ScomH2c05g0016224
ScomH1c05g0016382	ScomH2c05g0016225
ScomH1c05g0016383	ScomH2c05g0016226
ScomH1c05g0016384	ScomH2c05g0016227
ScomH1c05g0016386	ScomH2c05g0016228
ScomH1c05g0016387	ScomH2c05g0016229
ScomH1c05g0016389	ScomH2c05g0016231
ScomH1c05g0016390	ScomH2c05g0016232
ScomH1c05g0016391	ScomH2c05g0016233
ScomH1c05g0016392	ScomH2c05g0016234
ScomH1c05g0016393	ScomH2c05g0016235
ScomH1c05g0016394	ScomH2c05g0016236
ScomH1c05g0016395	ScomH2c05g0016237
ScomH1c05g0016398	ScomH2c05g0016240
ScomH1c05g0016400	ScomH2c05g0016242
ScomH1c05g0016401	ScomH2c05g0016243
ScomH1c05g0016403	ScomH2c05g0016244
ScomH1c05g0016404	ScomH2c05g0016245
ScomH1c05g0016407	ScomH2c05g0016248
ScomH1c05g0016408	ScomH2c05g0016249
ScomH1c05g0016409	ScomH2c05g0016250
ScomH1c05g0016410	ScomH2c05g0016251
ScomH1c05g0016411	ScomH2c05g0016252
ScomH1c05g0016412	ScomH2c05g0016253
ScomH1c05g0016413	ScomH2c05g0016254
ScomH1c05g0016414	ScomH2c05g0016255
ScomH1c05g0016415	ScomH2c05g0016256
ScomH1c05g0016416	ScomH2c05g0016257
ScomH1c05g0016417	ScomH2c05g0016258
ScomH1c05g0016418	ScomH2c05g0016259
ScomH1c05g0016419	ScomH2c05g0016260
ScomH1c05g0016420	ScomH2c05g0016261
ScomH1c05g0016421	ScomH2c05g0016262
ScomH1c05g0016422	ScomH2c05g0016263
ScomH1c05g0016423	ScomH2c05g0016264
ScomH1c05g0016424	ScomH2c05g0016265
ScomH1c05g0016425	ScomH2c05g0016266
ScomH1c05g0016426	ScomH2c05g0016267
ScomH1c05g0016427	ScomH2c05g0016268
ScomH1c05g0016428	ScomH2c05g0016269
ScomH1c05g0016429	ScomH2c05g0016270
ScomH1c05g0016430	ScomH2c05g0016271
ScomH1c05g0016431	ScomH2c05g0016273
ScomH1c05g0016433	ScomH2c05g0016275
ScomH1c05g0016432	ScomH2c05g0016274
ScomH1c05g0016434	ScomH2c05g0016276
ScomH1c05g0016435	ScomH2c05g0016277
ScomH1c05g0016436	ScomH2c05g0016278
ScomH1c05g0016437	ScomH2c05g0016279
ScomH1c05g0016438	ScomH2c05g0016280
ScomH1c05g0016439	ScomH2c05g0016281
ScomH1c05g0016441	ScomH2c05g0016283
ScomH1c05g0016442	ScomH2c05g0016284
ScomH1c05g0016443	ScomH2c05g0016285
ScomH1c05g0016444	ScomH2c05g0016286
ScomH1c05g0016447	ScomH2c05g0016291
ScomH1c05g0016448	ScomH2c05g0016293
ScomH1c05g0016450	ScomH2c05g0016295
ScomH1c05g0016452	ScomH2c05g0016297
ScomH1c05g0016453	ScomH2c05g0016298
ScomH1c05g0016454	ScomH2c05g0016299
ScomH1c05g0016456	ScomH2c05g0016301
ScomH1c05g0016457	ScomH2c05g0016302
ScomH1c05g0016458	ScomH2c05g0016303
ScomH1c05g0016459	ScomH2c05g0016304
ScomH1c05g0016461	ScomH2c05g0016308
ScomH1c05g0016462	ScomH2c05g0016309
ScomH1c05g0016463	ScomH2c05g0016310
ScomH1c05g0016464	ScomH2c05g0016311
ScomH1c05g0016465	ScomH2c05g0016312
ScomH1c05g0016466	ScomH2c05g0016314
ScomH1c05g0016467	ScomH2c05g0016315
ScomH1c05g0016469	ScomH2c05g0016317
ScomH1c05g0016470	ScomH2c05g0016318
ScomH1c05g0016471	ScomH2c05g0016319
ScomH1c05g0016473	ScomH2c05g0016321
ScomH1c05g0016474	ScomH2c05g0016322
ScomH1c05g0016475	ScomH2c05g0016323
ScomH1c05g0016476	ScomH2c05g0016324
ScomH1c05g0016477	ScomH2c05g0016325
ScomH1c05g0016479	ScomH2c05g0016326
ScomH1c05g0016480	ScomH2c05g0016327
ScomH1c05g0016481	ScomH2c05g0016328
ScomH1c05g0016482	ScomH2c05g0016329
ScomH1c05g0016483	ScomH2c05g0016330
ScomH1c05g0016485	ScomH2c05g0016333
ScomH1c05g0016486	ScomH2c05g0016334
ScomH1c05g0016487	ScomH2c05g0016335
ScomH1c05g0016488	ScomH2c05g0016336
ScomH1c05g0016489	ScomH2c05g0016338
ScomH1c05g0016491	ScomH2c05g0016339
ScomH1c05g0016492	ScomH2c05g0016340
ScomH1c05g0016493	ScomH2c05g0016341
ScomH1c05g0016494	ScomH2c05g0016342
ScomH1c05g0016496	ScomH2c05g0016343
ScomH1c05g0016499	ScomH2c05g0016347
ScomH1c05g0016500	ScomH2c05g0016348
ScomH1c05g0016501	ScomH2c05g0016349
ScomH1c05g0016502	ScomH2c05g0016350
ScomH1c05g0016504	ScomH2c05g0016352
ScomH1c05g0016505	ScomH2c05g0016353
ScomH1c05g0016506	ScomH2c05g0016354
ScomH1c05g0016508	ScomH2c05g0016356
ScomH1c05g0016510	ScomH2c05g0016358
ScomH1c05g0016511	ScomH2c05g0016359
ScomH1c05g0016512	ScomH2c05g0016361
ScomH1c05g0016513	ScomH2c05g0016362
ScomH1c05g0016514	ScomH2c05g0016365
ScomH1c05g0016515	ScomH2c05g0016366
ScomH1c05g0016517	ScomH2c05g0016369
ScomH1c05g0016519	ScomH2c05g0016371
ScomH1c05g0016520	ScomH2c05g0016372
ScomH1c05g0016521	ScomH2c05g0016373
ScomH1c05g0016522	ScomH2c05g0016374
ScomH1c05g0016523	ScomH2c05g0016375
ScomH1c05g0016524	ScomH2c05g0016376
ScomH1c05g0016525	ScomH2c05g0016377
ScomH1c05g0016528	ScomH2c05g0016380
ScomH1c05g0016529	ScomH2c05g0016381
ScomH1c05g0016530	ScomH2c05g0016382
ScomH1c05g0016531	ScomH2c05g0016383
ScomH1c05g0016533	ScomH2c05g0016385
ScomH1c05g0016537	ScomH2c05g0016387
ScomH1c05g0016538	ScomH2c05g0016388
ScomH1c05g0016539	ScomH2c05g0016389
ScomH1c05g0016540	ScomH2c05g0016390
ScomH1c05g0016542	ScomH2c05g0016392
ScomH1c05g0016543	ScomH2c05g0016393
ScomH1c05g0016545	ScomH2c05g0016395
ScomH1c05g0016546	ScomH2c05g0016396
ScomH1c05g0016547	ScomH2c05g0016397
ScomH1c05g0016549	ScomH2c05g0016399
ScomH1c05g0016548	ScomH2c05g0016398
ScomH1c05g0016550	ScomH2c05g0016400
ScomH1c05g0016551	ScomH2c05g0016401
ScomH1c05g0016552	ScomH2c05g0016402
ScomH1c05g0016553	ScomH2c05g0016403
ScomH1c05g0016555	ScomH2c05g0016405
ScomH1c05g0016556	ScomH2c05g0016406
ScomH1c05g0016557	ScomH2c05g0016407
ScomH1c05g0016559	ScomH2c05g0016408
ScomH1c05g0016560	ScomH2c05g0016409
ScomH1c05g0016563	ScomH2c05g0016412
ScomH1c05g0016564	ScomH2c05g0016413
ScomH1c05g0016565	ScomH2c05g0016414
ScomH1c05g0016567	ScomH2c05g0016416
ScomH1c05g0016568	ScomH2c05g0016417
ScomH1c05g0016569	ScomH2c05g0016418
ScomH1c05g0016570	ScomH2c05g0016419
ScomH1c05g0016571	ScomH2c05g0016420
ScomH1c05g0016572	ScomH2c05g0016421
ScomH1c05g0016573	ScomH2c05g0016422
ScomH1c05g0016574	ScomH2c05g0016423
ScomH1c05g0016575	ScomH2c05g0016424
ScomH1c05g0016577	ScomH2c05g0016426
ScomH1c05g0016578	ScomH2c05g0016427
ScomH1c05g0016579	ScomH2c05g0016428
ScomH1c05g0016580	ScomH2c05g0016429
ScomH1c05g0016581	ScomH2c05g0016430
ScomH1c05g0016582	ScomH2c05g0016431
ScomH1c05g0016583	ScomH2c05g0016432
ScomH1c05g0016584	ScomH2c05g0016433
ScomH1c05g0016588	ScomH2c05g0016437
ScomH1c05g0016589	ScomH2c05g0016438
ScomH1c05g0016590	ScomH2c05g0016439
ScomH1c05g0016591	ScomH2c05g0016440
ScomH1c05g0016593	ScomH2c05g0016442
ScomH1c05g0016594	ScomH2c05g0016443
ScomH1c05g0016595	ScomH2c05g0016444
ScomH1c05g0016597	ScomH2c05g0016445
ScomH1c05g0016600	ScomH2c05g0016449
ScomH1c05g0016601	ScomH2c05g0016450
ScomH1c05g0016602	ScomH2c05g0016451
ScomH1c05g0016603	ScomH2c05g0016452
ScomH1c05g0016604	ScomH2c05g0016453
ScomH1c05g0016605	ScomH2c05g0016454
ScomH1c05g0016607	ScomH2c05g0016455
ScomH1c05g0016609	ScomH2c05g0016457
ScomH1c05g0016612	ScomH2c05g0016459
ScomH1c05g0016613	ScomH2c05g0016460
ScomH1c05g0016614	ScomH2c05g0016461
ScomH1c05g0016615	ScomH2c05g0016462
ScomH1c05g0016616	ScomH2c05g0016463
ScomH1c05g0016619	ScomH2c05g0016466
ScomH1c05g0016620	ScomH2c05g0016467
ScomH1c05g0016621	ScomH2c05g0016468
ScomH1c05g0016622	ScomH2c05g0016469
ScomH1c05g0016625	ScomH2c05g0016472
ScomH1c05g0016626	ScomH2c05g0016473
ScomH1c05g0016627	ScomH2c05g0016474
ScomH1c05g0016628	ScomH2c05g0016475
ScomH1c05g0016629	ScomH2c05g0016476
ScomH1c05g0016630	ScomH2c05g0016477
ScomH1c05g0016631	ScomH2c05g0016478
ScomH1c05g0016634	ScomH2c05g0016480
ScomH1c05g0016636	ScomH2c05g0016482
ScomH1c05g0016638	ScomH2c05g0016484
ScomH1c05g0016642	ScomH2c05g0016487
ScomH1c05g0016643	ScomH2c05g0016488
ScomH1c05g0016644	ScomH2c05g0016490
ScomH1c05g0016645	ScomH2c05g0016491
ScomH1c05g0016646	ScomH2c05g0016492
ScomH1c05g0016647	ScomH2c05g0016493
ScomH1c05g0016649	ScomH2c05g0016495
ScomH1c05g0016650	ScomH2c05g0016496
ScomH1c05g0016652	ScomH2c05g0016498
ScomH1c05g0016653	ScomH2c05g0016499
ScomH1c05g0016654	ScomH2c05g0016500
ScomH1c05g0016655	ScomH2c05g0016501
ScomH1c05g0016656	ScomH2c05g0016502
ScomH1c05g0016657	ScomH2c05g0016503
ScomH1c05g0016658	ScomH2c05g0016504
ScomH1c05g0016659	ScomH2c05g0016505
ScomH1c05g0016660	ScomH2c05g0016506
ScomH1c05g0016661	ScomH2c05g0016507
ScomH1c05g0016662	ScomH2c05g0016508
ScomH1c05g0016664	ScomH2c05g0016510
ScomH1c05g0016665	ScomH2c05g0016512
ScomH1c05g0016666	ScomH2c05g0016514
ScomH1c05g0016667	ScomH2c05g0016515
ScomH1c05g0016668	ScomH2c05g0016517
ScomH1c05g0016669	ScomH2c05g0016518
ScomH1c05g0016670	ScomH2c05g0016519
ScomH1c05g0016671	ScomH2c05g0016520
ScomH1c05g0016675	ScomH2c05g0016525
ScomH1c05g0016676	ScomH2c05g0016526
ScomH1c05g0016678	ScomH2c05g0016528
ScomH1c05g0016677	ScomH2c05g0016527
ScomH1c05g0016679	ScomH2c05g0016529
ScomH1c05g0016680	ScomH2c05g0016530
ScomH1c05g0016683	ScomH2c05g0016533
ScomH1c05g0016684	ScomH2c05g0016534
ScomH1c05g0016687	ScomH2c05g0016537
ScomH1c05g0016688	ScomH2c05g0016538
ScomH1c05g0016689	ScomH2c05g0016539
ScomH1c05g0016690	ScomH2c05g0016540
ScomH1c05g0016695	ScomH2c05g0016545
ScomH1c05g0016696	ScomH2c05g0016546
ScomH1c05g0016697	ScomH2c05g0016547
ScomH1c05g0016698	ScomH2c05g0016548
ScomH1c05g0016699	ScomH2c05g0016549
ScomH1c05g0016700	ScomH2c05g0016550
ScomH1c05g0016701	ScomH2c05g0016552
ScomH1c05g0016702	ScomH2c05g0016553
ScomH1c05g0016703	ScomH2c05g0016554
ScomH1c05g0016704	ScomH2c05g0016555
ScomH1c05g0016705	ScomH2c05g0016556
ScomH1c05g0016715	ScomH2c05g0016558
ScomH1c05g0016717	ScomH2c05g0016560
ScomH1c05g0016721	ScomH2c05g0016564
ScomH1c05g0016722	ScomH2c05g0016565
ScomH1c05g0016723	ScomH2c05g0016566
ScomH1c05g0016724	ScomH2c05g0016568
ScomH1c05g0016726	ScomH2c05g0016570
ScomH1c05g0016730	ScomH2c05g0016572
ScomH1c05g0016731	ScomH2c05g0016574
ScomH1c05g0016732	ScomH2c05g0016578
ScomH1c05g0016736	ScomH2c05g0016581
ScomH1c05g0016737	ScomH2c05g0016583
ScomH1c05g0016739	ScomH2c05g0016584
ScomH1c05g0016740	ScomH2c05g0016585
ScomH1c05g0016741	ScomH2c05g0016586
ScomH1c05g0016743	ScomH2c05g0016588
ScomH1c05g0016744	ScomH2c05g0016589
ScomH1c05g0016745	ScomH2c05g0016590
ScomH1c05g0016746	ScomH2c05g0016591
ScomH1c05g0016747	ScomH2c05g0016592
ScomH1c05g0016748	ScomH2c05g0016593
ScomH1c05g0016749	ScomH2c05g0016594
ScomH1c05g0016750	ScomH2c05g0016597
ScomH1c05g0016751	ScomH2c05g0016598
ScomH1c05g0016754	ScomH2c05g0016599
ScomH1c05g0016755	ScomH2c05g0016600
ScomH1c05g0016756	ScomH2c05g0016601
ScomH1c05g0016757	ScomH2c05g0016602
ScomH1c05g0016760	ScomH2c05g0016605
ScomH1c05g0016761	ScomH2c05g0016609
ScomH1c05g0016763	ScomH2c05g0016611
ScomH1c05g0016768	ScomH2c05g0016614
ScomH1c05g0016769	ScomH2c05g0016615
ScomH1c05g0016771	ScomH2c05g0016616
ScomH1c05g0016772	ScomH2c05g0016617
ScomH1c05g0016773	ScomH2c05g0016618
ScomH1c05g0016774	ScomH2c05g0016619
ScomH1c05g0016775	ScomH2c05g0016620
ScomH1c05g0016777	ScomH2c05g0016622
ScomH1c05g0016779	ScomH2c05g0016625
ScomH1c05g0016780	ScomH2c05g0016628
ScomH1c05g0016781	ScomH2c05g0016630
ScomH1c05g0016782	ScomH2c05g0016631
ScomH1c05g0016783	ScomH2c05g0016632
ScomH1c05g0016785	ScomH2c05g0016634
ScomH1c05g0016786	ScomH2c05g0016635
ScomH1c05g0016787	ScomH2c05g0016636
ScomH1c05g0016792	ScomH2c05g0016638
ScomH1c05g0016799	ScomH2c05g0016646
ScomH1c05g0016800	ScomH2c05g0016647
ScomH1c05g0016801	ScomH2c05g0016648
ScomH1c05g0016802	ScomH2c05g0016649
ScomH1c05g0016803	ScomH2c05g0016650
ScomH1c05g0016804	ScomH2c05g0016651
ScomH1c05g0016805	ScomH2c05g0016652
ScomH1c05g0016807	ScomH2c05g0016654
ScomH1c05g0016809	ScomH2c05g0016656
ScomH1c05g0016810	ScomH2c05g0016657
ScomH1c05g0016811	ScomH2c05g0016658
ScomH1c05g0016815	ScomH2c05g0016662
ScomH1c05g0016816	ScomH2c05g0016663
ScomH1c05g0016817	ScomH2c05g0016664
ScomH1c05g0016818	ScomH2c05g0016665
ScomH1c05g0016819	ScomH2c05g0016666
ScomH1c05g0016820	ScomH2c05g0016667
ScomH1c05g0016821	ScomH2c05g0016668
ScomH1c05g0016823	ScomH2c05g0016669
ScomH1c05g0016826	ScomH2c05g0016673
ScomH1c05g0016827	ScomH2c05g0016674
ScomH1c05g0016828	ScomH2c05g0016675
ScomH1c05g0016829	ScomH2c05g0016676
ScomH1c05g0016830	ScomH2c05g0016677
ScomH1c05g0016832	ScomH2c05g0016679
ScomH1c05g0016834	ScomH2c05g0016681
ScomH1c05g0016835	ScomH2c05g0016682
ScomH1c05g0016836	ScomH2c05g0016683
ScomH1c05g0016837	ScomH2c05g0016686
ScomH1c05g0016839	ScomH2c05g0016687
ScomH1c05g0016840	ScomH2c05g0016688
ScomH1c05g0016841	ScomH2c05g0016689
ScomH1c05g0016842	ScomH2c05g0016690
ScomH1c05g0016843	ScomH2c05g0016692
ScomH1c05g0016846	ScomH2c05g0016694
ScomH1c05g0016847	ScomH2c05g0016696
ScomH1c05g0016848	ScomH2c05g0016698
ScomH1c05g0016850	ScomH2c05g0016700
ScomH1c05g0016851	ScomH2c05g0016701
ScomH1c05g0016852	ScomH2c05g0016702
ScomH1c05g0016853	ScomH2c05g0016703
ScomH1c05g0016854	ScomH2c05g0016704
ScomH1c05g0016855	ScomH2c05g0016705
ScomH1c05g0016856	ScomH2c05g0016706
ScomH1c05g0016857	ScomH2c05g0016707
ScomH1c05g0016859	ScomH2c05g0016709
ScomH1c05g0016860	ScomH2c05g0016710
ScomH1c05g0016861	ScomH2c05g0016711
ScomH1c05g0016863	ScomH2c05g0016712
ScomH1c05g0016864	ScomH2c05g0016713
ScomH1c05g0016865	ScomH2c05g0016714
ScomH1c05g0016867	ScomH2c05g0016715
ScomH1c05g0016868	ScomH2c05g0016716
ScomH1c05g0016869	ScomH2c05g0016718
ScomH1c05g0016870	ScomH2c05g0016719
ScomH1c05g0016873	ScomH2c05g0016722
ScomH1c05g0016877	ScomH2c05g0016732
ScomH1c05g0016878	ScomH2c05g0016733
ScomH1c05g0016879	ScomH2c05g0016734
ScomH1c05g0016880	ScomH2c05g0016735
ScomH1c05g0016883	ScomH2c05g0016737
